-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
1.218674939285901981e-04,2.040007993101749639e-03,-4.609218436873729896e-04,5.600773790724877799e-04
2.469814291737315592e-04,4.071856440598657818e-03,-9.218436873747459792e-04,1.120154758145031071e-03
3.753304288103553876e-04,6.095546573836331181e-03,-1.382765531062118969e-03,1.680232137217574362e-03
5.069031159133097209e-04,8.111079624160374632e-03,-1.843687374749491958e-03,2.240309516290062142e-03
6.416881135574981077e-04,1.011845682291639265e-02,-2.304609218436864948e-03,2.800386895362605433e-03
7.796740448177685856e-04,1.211767940144999056e-02,-2.765531062124237938e-03,3.360464274435148724e-03
9.208495327690247034e-04,1.410874859110677546e-02,-3.226452905811610927e-03,3.920541653507636504e-03
1.065203200486142254e-03,1.609166562323235267e-02,-3.687374749498983917e-03,4.480619032580179795e-03
1.212723671043997031e-03,1.806643172917232754e-02,-4.148296593186356906e-03,5.040696411652723086e-03
1.363399567517492583e-03,2.003304814027230193e-02,-4.609218436873729896e-03,5.600773790725210866e-03
1.517219512981532459e-03,2.199151608787788467e-02,-5.070140280561130641e-03,6.160851169797754157e-03
1.674172130510881429e-03,2.394183680333467415e-02,-5.531062124248503631e-03,6.720928548870297448e-03
1.834246043180526309e-03,2.588401151798828959e-02,-5.991983967935876620e-03,7.281005927942785227e-03
1.997429874065370647e-03,2.781804146318432591e-02,-6.452905811623249610e-03,7.841083307015328518e-03
2.163712246240206971e-03,2.974392787026839541e-02,-6.913827655310622600e-03,8.401160686087871809e-03
2.333081782779938829e-03,3.166167197058609301e-02,-7.374749498997995589e-03,8.961238065160359589e-03
2.505527106759497524e-03,3.357127499548304139e-02,-7.835671342685368579e-03,9.521315444232902880e-03
2.681036841253758851e-03,3.547273817630482856e-02,-8.296593186372741568e-03,1.008139282330544617e-02
2.859599609337515336e-03,3.736606274439706332e-02,-8.757515030060114558e-03,1.064147020237793395e-02
3.041204034085726038e-03,3.925124993110536142e-02,-9.218436873747487548e-03,1.120154758145047724e-02
3.225838738573294506e-03,4.112830096777530392e-02,-9.679358717434860537e-03,1.176162496052302053e-02
3.413492345875041023e-03,4.299721708575253432e-02,-1.014028056112223353e-02,1.232170233959550831e-02
3.604153479065869137e-03,4.485799951638262673e-02,-1.060120240480960652e-02,1.288177971866805160e-02
3.797810761220654641e-03,4.671064949101119690e-02,-1.106212424849697951e-02,1.344185709774053938e-02
3.994452815414328839e-03,4.855516824098386058e-02,-1.152304609218435250e-02,1.400193447681308268e-02
4.194068264721739769e-03,5.039155699764619190e-02,-1.198396793587175324e-02,1.456201185588562597e-02
4.396645732217707714e-03,5.221981699234384822e-02,-1.244488977955912623e-02,1.512208923495811375e-02
4.602173840977191732e-03,5.403994945642237591e-02,-1.290581162324649922e-02,1.568216661403065704e-02
4.810641214075012106e-03,5.585195562122742541e-02,-1.336673346693387221e-02,1.624224399310320033e-02
5.022036474586127897e-03,5.765583671810457778e-02,-1.382765531062124520e-02,1.680232137217568811e-02
5.236348245585331629e-03,5.945159397839944182e-02,-1.428857715430861819e-02,1.736239875124823140e-02
5.453565150147610119e-03,6.123922863345762635e-02,-1.474949899799599118e-02,1.792247613032077469e-02
5.673675811347755893e-03,6.301874191462474017e-02,-1.521042084168336417e-02,1.848255350939326247e-02
5.896668852260700255e-03,6.479013505324639211e-02,-1.567134268537073716e-02,1.904263088846580576e-02
6.122532895961291244e-03,6.655340928066817707e-02,-1.613226452905811015e-02,1.960270826753834905e-02
6.351256565524404651e-03,6.830856582823570389e-02,-1.659318637274548314e-02,2.016278564661083683e-02
6.582828484024971782e-03,7.005560592729456748e-02,-1.705410821643285613e-02,2.072286302568338012e-02
6.817237274537840674e-03,7.179453080919039054e-02,-1.751503006012022912e-02,2.128294040475592341e-02
7.054471560137887121e-03,7.352534170526876800e-02,-1.797595190380760211e-02,2.184301778382841119e-02
7.294519963899986914e-03,7.524803984687533642e-02,-1.843687374749497510e-02,2.240309516290095448e-02
7.537371108899099115e-03,7.696262646535567686e-02,-1.889779559118234809e-02,2.296317254197349778e-02
7.783013618209960738e-03,7.866910279205535650e-02,-1.935871743486974883e-02,2.352324992104598556e-02
8.031436114907586354e-03,8.036747005832002577e-02,-1.981963927855712182e-02,2.408332730011852885e-02
8.282627222066768491e-03,8.205772949549527961e-02,-2.028056112224449481e-02,2.464340467919107214e-02
8.536575562762466207e-03,8.373988233492672684e-02,-2.074148296593186780e-02,2.520348205826355992e-02
8.793269760069472030e-03,8.541392980795997625e-02,-2.120240480961924079e-02,2.576355943733610321e-02
9.052698437062745018e-03,8.707987314594063666e-02,-2.166332665330661378e-02,2.632363681640864650e-02
9.314850216817133211e-03,8.873771358021428912e-02,-2.212424849699398677e-02,2.688371419548113428e-02
9.579713722407512400e-03,9.038745234212654245e-02,-2.258517034068135976e-02,2.744379157455367757e-02
9.847277576908758379e-03,9.202909066302301933e-02,-2.304609218436873275e-02,2.800386895362622086e-02
1.011753040339583021e-02,9.366262977424932856e-02,-2.350701402805610574e-02,2.856394633269870864e-02
1.039046082494346490e-02,9.528807090715109285e-02,-2.396793587174347873e-02,2.912402371177125193e-02
1.066605746462664928e-02,9.690541529307385160e-02,-2.442885771543085172e-02,2.968410109084376747e-02
1.094430894552025912e-02,9.851466416336328302e-02,-2.488977955911822471e-02,3.024417846991631076e-02
1.122520389069917024e-02,1.001158187493648988e-01,-2.535070140280559770e-02,3.080425584898882629e-02
1.150873092323820290e-02,1.017088802824244326e-01,-2.581162324649297068e-02,3.136433322806134183e-02
1.179487866621231618e-02,1.032938499938873822e-01,-2.627254509018037143e-02,3.192441060713388512e-02
1.208363574269635810e-02,1.048707291150994259e-01,-2.673346693386774442e-02,3.248448798620640066e-02
1.237499077576523221e-02,1.064395188774061030e-01,-2.719438877755511741e-02,3.304456536527891619e-02
1.266893238849375880e-02,1.080002205121530640e-01,-2.765531062124249040e-02,3.360464274435145948e-02
1.296544920395689693e-02,1.095528352506859038e-01,-2.811623246492986339e-02,3.416472012342397502e-02
1.326452984522949463e-02,1.110973643243502174e-01,-2.857715430861723638e-02,3.472479750249649055e-02
1.356616293538639995e-02,1.126338089644916413e-01,-2.903807615230460937e-02,3.528487488156903384e-02
1.387033709750254418e-02,1.141621704024557427e-01,-2.949899799599198236e-02,3.584495226064154938e-02
1.417704095465280312e-02,1.156824498695881442e-01,-2.995991983967935535e-02,3.640502963971406492e-02
1.448626312991199705e-02,1.171946485972344548e-01,-3.042084168336672834e-02,3.696510701878660821e-02
1.479799224635511279e-02,1.186987678167402832e-01,-3.088176352705410133e-02,3.752518439785912374e-02
1.511221692705697062e-02,1.201948087594511966e-01,-3.134268537074147432e-02,3.808526177693163928e-02
